MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,MiscVal_log,PoolArea_log,LotArea_log,3SsnPorch_log,LowQualFinSF_log,BsmtFinSF2_log,ScreenPorch_log,BsmtHalfBath_log,EnclosedPorch_log,MasVnrArea_log,OpenPorchSF_log,LotFrontage_log,BsmtFinSF1_log,WoodDeckSF_log,TotalBsmtSF_log,1stFlrSF_log,GrLivArea_log,WoodDeckSF_add_OpenPorchSF,1stFlrSF_add_2ndFlrSF,GarageArea_add_TotalBsmtSF,GrLivArea_add_TotalBsmtSF,GrLivArea_add_GarageArea,MasVnrArea_add_TotalBsmtSF,TotalBsmtSF_add_1stFlrSF,KitchenQual_add_BsmtQual,ExterQual_add_KitchenQual,ExterQual_add_BsmtQual,OverallQual_add_KitchenQual,OverallQual_add_ExterQual,BsmtQual_multiply_TotalBsmtSF,ExterQual_multiply_GrLivArea,KitchenQual_multiply_GrLivArea,KitchenQual_multiply_TotalBsmtSF,KitchenQual_multiply_BsmtQual,ExterQual_multiply_TotalBsmtSF,ExterQual_multiply_BsmtQual,ExterQual_multiply_KitchenQual,OverallQual_multiply_GrLivArea,TotalBaths_All,TotalRooms_All,PropertyAge,GarageAge,RemodAge,YearsSinceRemod,ImprovementGap,LifecycleRatio,EffectiveAge,WoodDeckSF_add_OpenPorchSF_log,1stFlrSF_add_2ndFlrSF_log,GrLivArea_add_TotalBsmtSF_log,MasVnrArea_add_TotalBsmtSF_log,TotalBsmtSF_add_1stFlrSF_log,BsmtQual_multiply_TotalBsmtSF_log,ExterQual_multiply_GrLivArea_log,KitchenQual_multiply_GrLivArea_log,KitchenQual_multiply_TotalBsmtSF_log,ExterQual_multiply_TotalBsmtSF_log,ExterQual_multiply_KitchenQual_log,OverallQual_multiply_GrLivArea_log,ImprovementGap_log,LifecycleRatio_log,GrLivArea_per_BedroomAbvGr_log,TotalBsmtSF_per_BedroomAbvGr_log,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_None,Alley_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,PavedDrive_P,PavedDrive_Y,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,KitchenAbvGr_log,IsRemodeled,RecentRemod,VeryRecentRemod,TotalBsmtSF_per_LotArea,GrLivArea_per_LotArea_log,1stFlrSF_per_LotArea_log,TotalBsmtSF_per_LotArea_log,SalePrice,SalePrice_log,Id
120,34.0,4060,6,5,0.0,4,3,4,3,1,6,266.0,1,0.0,1139.0,1405.0,5,1337,0,0,1337,2,1,4,5,0,0,3,2.0,511.0,3,3,144,68,0,0,0,0,0,0,0,8,2008,0.0,0.0,8.309184527686298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23410650459726,3.5553480614894135,5.58724865840025,4.976733742420574,7.248504072370611,7.198931240688173,7.198931240688173,212,1337,1916.0,2742.0,1848.0,1405.0,2742.0,8,8,8,10,10,5620.0,5348,5348,5620.0,16,5620.0,16,16,8022,3.0,7,10,10.0,9,9,1,10.0,7.0,5.3612921657094255,7.198931240688173,7.916807490937603,7.2485040723706105,7.916807490937603,8.634264863002075,8.58466490653125,8.58466490653125,8.634264863002075,8.634264863002075,2.833213344056216,8.990067695753655,0.6931471805599453,2.3978952727983707,6.506531165131227,6.556067876554444,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,1,1,0,0.3460591133004926,0.2846602700228645,0.2846602700228645,0.2971811480148606,181000,12.10625783509458,1265
160,35.0,3735,7,5,218.0,4,3,4,3,1,6,450.0,1,0.0,241.0,691.0,5,713,739,0,1452,3,1,4,6,0,0,1,2.0,506.0,3,3,0,34,0,0,0,0,0,0,0,3,2006,0.0,0.0,8.225770799348734,0.0,0.0,0.0,0.0,0.0,0.0,5.389071729816501,3.5553480614894135,3.58351893845611,6.111467339502679,0.0,6.539585955617669,6.570882962339584,7.281385663570283,34,1452,1197.0,2143.0,1958.0,909.0,1404.0,8,8,8,11,11,2764.0,5808,5808,2764.0,16,2764.0,16,16,10164,3.5,9,7,7.0,7,7,0,0.0,4.8999999999999995,3.5553480614894135,7.2813856635702825,7.670428522190693,6.813444599510896,7.247792581767846,7.9247959139564355,8.667163717992533,8.667163717992533,7.9247959139564355,7.9247959139564355,2.833213344056216,9.226705726062447,0.0,0.0,6.184148890937483,5.443859671838695,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,0,1,0,0.1850066934404284,0.3284076767844825,0.17470673836350062,0.1697484230440773,183900,12.12215284831553,1266
190,60.0,10120,7,4,0.0,2,3,3,3,1,1,0.0,1,0.0,925.0,925.0,3,964,925,0,1889,4,2,3,9,1,4,1,1.0,308.0,3,3,0,0,264,0,0,0,0,3,0,1,2007,0.0,0.0,9.222367752188902,0.0,0.0,0.0,0.0,0.0,5.579729825986222,0.0,0.0,4.110873864173311,0.0,0.0,6.8308742346461795,6.872128101338986,7.544332108053688,0,1889,1233.0,2814.0,2197.0,925.0,1889.0,6,5,5,10,9,2775.0,3778,5667,2775.0,9,1850.0,6,6,13223,1.5,14,97,47.0,57,57,40,2.425,97.0,0.0,7.5443321080536885,7.942717540573791,6.8308742346461795,7.5443321080536885,7.9287663216266955,8.237214703349489,8.64259160081057,7.9287663216266955,7.523481312573497,1.9459101490553132,9.48978863950086,3.713572066704308,1.2311014717141886,6.159623790089432,5.447814377693948,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0986122886681098,1,0,0,0.09140316205533597,0.17114270481922678,0.0909889631414125,0.087464173012761,122000,11.711784520403112,1267
20,89.0,13214,9,5,0.0,5,3,5,3,4,1,0.0,1,0.0,2002.0,2002.0,5,2018,0,0,2018,3,1,5,10,1,4,3,3.0,746.0,3,3,144,76,0,0,0,0,0,0,0,5,2010,0.0,0.0,9.48910782703839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.343805421853684,4.499809670330265,0.0,4.976733742420574,7.602401335665818,7.610357618312838,7.610357618312838,220,2018,2748.0,4020.0,2764.0,2002.0,4020.0,10,10,10,14,14,10010.0,10090,10090,10010.0,25,10010.0,25,25,18162,2.0,14,2,1.0,1,1,1,2.0,1.4,5.3981627015177525,7.610357618312838,8.299285906897275,7.602401335665818,8.299285906897275,9.211439767419483,9.219399216464529,9.219399216464529,9.211439767419483,9.211439767419483,3.258096538021482,9.807141836749443,0.6931471805599453,1.0986122886681098,6.512735428735511,6.50478705107256,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,1,1,1,0.1515059785076434,0.14212160444131555,0.14212160444131555,0.14107063219534055,378500,12.843973993864076,1268
50,70.0,14100,8,9,632.0,3,4,3,3,2,3,192.0,1,0.0,536.0,728.0,5,1968,1479,0,3447,4,1,4,11,2,4,1,3.0,1014.0,3,3,314,12,0,0,0,0,0,2,0,5,2008,0.0,0.0,9.55400099583723,0.0,0.0,0.0,0.0,0.0,0.0,6.450470422144176,2.5649493574615367,4.2626798770413155,5.262690188904886,5.752572638825633,6.591673732008658,7.585281078639126,8.145549631783584,326,3447,1742.0,4175.0,4461.0,1360.0,2696.0,7,7,6,12,11,2184.0,10341,13788,2912.0,12,2184.0,9,12,27576,3.5,17,73,26.0,11,11,62,1.1774193548387097,73.0,5.7899601708972535,8.145549631783584,8.337109129562474,7.215975002651466,7.89989532313973,7.68937110752969,9.243968552956167,9.531626451841742,7.976938756959434,7.68937110752969,2.5649493574615367,10.224737370956664,4.143134726391533,0.778140393393338,6.7601249619781125,5.209486152841421,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,1,0,0,0.05163120567375887,0.21870819774487585,0.13065491911291316,0.05034248790436324,381000,12.850557278777307,1269
50,78.0,11344,5,5,180.0,3,3,3,3,1,4,460.0,1,0.0,414.0,874.0,3,874,650,0,1524,3,1,3,7,0,0,1,1.0,315.0,3,3,0,0,0,0,0,0,0,2,0,7,2007,0.0,0.0,9.336532397213942,0.0,0.0,0.0,0.0,0.0,0.0,5.198497031265826,0.0,4.3694478524670215,6.133398042996649,0.0,6.774223886357614,6.774223886357614,7.329749689041512,0,1524,1189.0,2398.0,1839.0,1054.0,1748.0,6,6,6,8,8,2622.0,4572,4572,2622.0,9,2622.0,9,9,7620,1.5,10,49,49.0,49,49,0,0.0,49.0,0.0,7.329749689041512,7.782807262839695,6.961296045910167,7.466799475018602,7.872073979866873,8.427924723658055,8.427924723658055,7.872073979866873,7.872073979866873,2.302585092994046,8.938662873666118,0.0,0.0,6.2324480165505225,5.677894703704073,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,0,0,0,0.07704513399153738,0.12605463958700824,0.07422130443780352,0.07422130443780352,144000,11.87757552297847,1270
40,80.5,23595,7,6,0.0,4,3,4,3,4,6,1258.0,1,0.0,74.0,1332.0,3,1332,192,0,1524,0,1,4,4,1,3,3,2.0,586.0,3,3,268,0,0,0,0,0,0,0,0,4,2010,0.0,0.0,10.068832485122966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.400603020246817,7.138073034044347,5.594711379601839,7.195187320178709,7.195187320178709,7.329749689041512,268,1524,1918.0,2856.0,2110.0,1332.0,2664.0,8,8,8,11,11,5328.0,6096,6096,5328.0,16,5328.0,16,16,10668,2.5,5,31,31.0,31,31,0,0.0,31.0,5.594711379601839,7.329749689041512,7.957527402230773,7.195187320178709,7.887959336599945,8.580918882296782,8.715552125907816,8.715552125907816,8.580918882296782,8.580918882296782,2.833213344056216,9.275097619191461,0.0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,0,0,0,0.05645263827082009,0.06258970671205366,0.054916728172603145,0.054916728172603145,260000,12.468440756144114,1271
20,80.0,9156,6,7,0.0,3,3,3,3,1,1,0.0,1,0.0,1489.0,1489.0,4,1489,0,0,1489,3,1,4,7,1,4,2,2.0,462.0,3,3,0,0,0,0,0,0,0,0,0,8,2009,0.0,0.0,9.122273893107732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.394449154672439,0.0,0.0,7.306531398939505,7.306531398939505,7.306531398939505,0,1489,1951.0,2978.0,1951.0,1489.0,2978.0,7,7,6,10,9,4467.0,4467,5956,5956.0,12,4467.0,9,12,8934,2.0,11,41,41.0,41,41,0,0.0,41.0,0.0,7.306531398939505,7.999342952713282,7.306531398939505,7.999342952713282,8.404696160189092,8.404696160189092,8.692322277628687,8.692322277628687,8.404696160189092,2.5649493574615367,9.097731427593528,0.0,0.0,6.209260492095597,6.209260492095597,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,0,0,0,0.1626256006989952,0.15068089625512254,0.15068089625512254,0.15068089625512254,185750,12.132162346145597,1272
20,72.0,13526,5,6,114.0,3,3,3,3,1,4,560.0,2,375.0,0.0,935.0,3,935,0,0,935,3,1,3,5,0,0,1,1.0,288.0,3,3,180,0,0,0,0,0,0,3,0,11,2006,0.0,0.0,9.512442967089196,0.0,0.0,5.929589143389895,0.0,0.0,0.0,4.74493212836325,0.0,4.290459441148391,6.329720905522696,5.198497031265826,6.841615476477592,6.841615476477592,6.841615476477592,180,935,1223.0,1870.0,1223.0,1049.0,1870.0,6,6,6,8,8,2805.0,2805,2805,2805.0,9,2805.0,9,9,4675,2.0,8,41,41.0,41,41,0,0.0,41.0,5.198497031265826,6.841615476477592,7.534228326274089,6.956545443151569,7.534228326274089,7.939515260662406,7.939515260662406,7.939515260662406,7.939515260662406,7.939515260662406,2.302585092994046,8.450198322591959,0.0,0.0,5.7451376603381155,5.7451376603381155,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,0,0,0,0.0691261274582286,0.0668416114799069,0.0668416114799069,0.0668416114799069,137000,11.827743504053696,1273
80,124.0,11512,6,7,84.0,3,3,3,3,3,5,719.0,1,0.0,300.0,1019.0,4,1357,0,0,1357,2,1,5,5,1,4,2,1.0,312.0,3,3,0,0,0,0,163,0,0,4,0,5,2008,0.0,0.0,9.351232110673664,0.0,0.0,0.0,5.099866427824199,0.0,0.0,4.442651256490317,0.0,4.8283137373023015,6.579251212010101,0.0,6.927557906278317,7.213768308118642,7.213768308118642,0,1357,1331.0,2376.0,1669.0,1103.0,2376.0,8,8,6,11,9,3057.0,4071,6785,5095.0,15,3057.0,9,15,8142,2.0,8,49,49.0,2,2,47,1.0425531914893618,34.3,0.0,7.213768308118642,7.773594467360194,7.00669522683704,7.773594467360194,8.025516386489008,8.311889558230359,8.822616945344176,8.536211197252,8.025516386489008,2.772588722239781,9.004913941467132,3.871201010907891,0.7142005897577777,6.521357233591198,6.23539063760472,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,1,1,1,0.08851633078526755,0.1114313489264611,0.1114313489264611,0.08481560459808128,177000,12.08391066125752,1274
50,53.0,5362,5,6,0.0,3,3,3,3,1,1,0.0,1,0.0,661.0,661.0,5,661,589,0,1250,3,1,3,8,1,4,1,2.0,552.0,3,3,242,0,81,0,0,0,0,0,0,11,2007,0.0,0.0,8.587278798982926,0.0,0.0,0.0,0.0,0.0,4.406719247264253,0.0,0.0,3.9889840465642745,0.0,5.493061443340548,6.495265555937008,6.495265555937008,7.1316985104669115,242,1250,1213.0,1911.0,1802.0,661.0,1322.0,6,6,6,8,8,1983.0,3750,3750,1983.0,9,1983.0,9,9,6250,2.0,12,97,22.0,4,4,93,1.043010752688172,67.89999999999999,5.493061443340548,7.1316985104669115,7.555905093611346,6.495265555937008,7.187657164114956,7.592870287844818,8.229777750081887,8.229777750081887,7.592870287844818,7.592870287844818,2.302585092994046,8.740496729931813,4.543294782270004,0.7144245790072302,6.034683666227958,5.3996698608083245,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,1,1,1,0.12327489742633346,0.2095491401450102,0.11624843424781647,0.11624843424781647,139000,11.842236406331557,1275
90,95.0,11345,5,5,567.0,3,3,3,3,1,3,220.0,1,0.0,708.0,928.0,4,928,992,0,1920,4,2,3,10,0,0,1,2.0,400.0,3,2,0,0,0,0,0,0,0,0,0,7,2007,0.0,0.0,9.336620537886512,0.0,0.0,0.0,0.0,0.0,0.0,6.342121418721152,0.0,4.564348191467836,5.3981627015177525,0.0,6.834108738813838,6.834108738813838,7.560601162768557,0,1920,1328.0,2848.0,2320.0,1495.0,1856.0,6,6,6,8,8,2784.0,5760,5760,2784.0,9,2784.0,9,9,9600,2.0,14,59,59.0,57,57,2,29.5,59.0,0.0,7.560601162768557,7.954723334497908,7.310550158534422,7.526717561352706,7.932003152361385,8.658866349732383,8.658866349732383,7.932003152361385,7.932003152361385,2.302585092994046,9.169622538697624,1.0986122886681098,3.417726683613366,6.175867270105761,5.4510384535657,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0986122886681098,1,0,0,0.08179814896430146,0.1563518693578979,0.07862460938356616,0.07862460938356616,137000,11.827743504053696,1276
60,80.0,12936,6,6,0.0,3,3,3,4,1,4,593.0,1,0.0,130.0,723.0,3,735,660,0,1395,3,1,3,6,1,3,1,2.0,497.0,3,3,294,116,0,0,0,0,0,0,0,12,2009,0.0,0.0,9.4678467019179,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,4.762173934797756,4.394449154672439,6.386879319362645,5.68697535633982,6.584791392385716,6.601230118728877,7.241366283322318,410,1395,1220.0,2118.0,1892.0,723.0,1458.0,6,6,6,9,9,2169.0,4185,4185,2169.0,9,2169.0,9,9,8370,2.0,10,37,37.0,37,37,0,0.0,37.0,6.018593214496234,7.241366283322318,7.6586995582682995,6.584791392385716,7.285506548522785,7.682482446534506,8.339500903005945,8.339500903005945,7.682482446534506,7.682482446534506,2.302585092994046,9.032528630660057,0.0,0.0,6.144185634125646,5.488937726156687,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453,0,0,0,0.05589053803339518,0.10241090080112877,0.05526267867504946,0.054384522745949,162000,11.995357787034976,1277
